Name,Type,MV,Colors,Cost,Sub-types,Produced,Flags,Power,FlagsVer
Virulent Emissary,Creature,1,G,{G},Elf;Assassin,,,1,3
Viscera Seer,Creature,1,B,{B},Vampire;Wizard,,,1,3
Vision of Love,Instant,2,R,{1}{R},,,draw,,3
"Vision, Synthezoid Avenger",Creature,4,,{4},Robot;Hero,,,3,3
Visions of Beyond,Instant,1,U,{U},,,draw,,3
Vitalize,Instant,1,G,{G},,,,,3
"Vito, Thorn of the Dusk Rose",Creature,3,B,{2}{B},Vampire;Cleric,,,1,3
"Viv Vision, Teen Synthezoid",Creature,3,,{3},Robot;Hero,,draw,2,3
Vizzerdrix,Creature,7,U,{6}{U},Rabbit;Beast,,,6,3
Voice of Grace,Creature,4,W,{3}{W},Angel,,,2,3
Voice of Truth,Creature,4,W,{3}{W},Angel,,,2,3
Void Rend,Instant,3,B U W,{W}{U}{B},,,removal,,3
Volcanic Villain,Creature,3,R,{2}{R},Elemental;Villain,,,3,3
Volcanic Wind,Sorcery,6,R,{4}{R}{R},,,,,3
Voracious Tome-Skimmer,Creature,3,B U,{U/B}{U/B}{U/B},Faerie;Rogue,,draw,2,3
Vow of Duty,Enchantment,3,W,{2}{W},Aura,,,,3
Vow to Erebor,Instant,2,W,{1}{W},,,,,3
Voyage Home,Sorcery,7,U W,{5}{W}{U},,,draw,,3
Voyager Quickwelder,Creature,3,W,{2}{W},Robot;Artificer,,discount:artifact:1,2,3
"Vulture, Scheming Scavenger",Creature,6,B U,{5}{U/B},Human;Artificer;Villain,,,4,3
Wakanda Forever!,Sorcery,6,G,{4}{G}{G},,,,,3
Wakandan Drone Flock,Creature,4,W,{3}{W},Robot,,,3,3
Wakandan Royal Guard,Creature,5,G,{4}{G},Human;Soldier;Hero,,,4,3
Walking Sponge,Creature,2,U,{1}{U},Sponge,,,1,3
Wall Crawl,Enchantment,4,G,{3}{G},,,,,3
Wall of Essence,Creature,2,W,{1}{W},Wall,,,0,3
Wall of Fire,Creature,3,R,{1}{R}{R},Wall,,,0,3
Wall of Glare,Creature,2,W,{1}{W},Wall,,,0,3
Wall of Vipers,Creature,3,B,{2}{B},Snake;Wall,,,2,3
Wanderbrine Preacher,Creature,2,W,{1}{W},Merfolk;Cleric,,,2,3
Wandering Eye,Creature,3,U,{2}{U},Illusion,,,1,3
Wanderwine Distracter,Creature,4,U,{3}{U},Merfolk;Wizard,,,4,3
Wanderwine Farewell,Sorcery,7,U,{5}{U}{U},Merfolk,,,,3
Wanted Griffin,Creature,4,W,{3}{W},Griffin,,,3,3
War Balloon,Artifact,3,R,{2}{R},Vehicle,,,4,3
War Cadence,Enchantment,3,R,{2}{R},,,,,3
"War Machine, Avenging Arsenal",Creature,5,R,{4}{R},Human;Hero,,,3,3
"War Machine, Legacy of Iron",Creature,3,R W,{2}{R/W},Human;Hero,,,1,3
War Tax,Enchantment,3,U,{2}{U},,,,,3
Warden of Evos Isle,Creature,3,U,{2}{U},Bird;Wizard,,,2,3
Warden of the Grove,Creature,3,G,{2}{G},Hydra,,,2,3
Warmonger,Creature,4,R,{3}{R},Minotaur;Monger,,,3,3
Warpath,Instant,4,R,{3}{R},,,,,3
Warren Torchmaster,Creature,2,R,{1}{R},Goblin;Warrior,,,2,3
Warrior's Sword,Artifact,4,R,{3}{R},Equipment,,,,3
Warthog,Creature,3,G,{1}{G}{G},Boar,,,3,3
Waterbending Lesson,Sorcery,4,U,{3}{U},Lesson,,draw,,3
Waterfront Bouncer,Creature,2,U,{1}{U},Merfolk;Spellshaper,,,1,3
Wave of Reckoning,Sorcery,5,W,{4}{W},,,,,3
Wayfarer's Bauble,Artifact,1,,{1},,,fetch:basic;ramp,,3
Waylay,Instant,3,W,{2}{W},,,,,3
We Say Thee Nay!,Instant,2,U,{1}{U},Arcane,,counter,,3
Weapons Vendor,Creature,4,W,{3}{W},Human;Artificer,,draw,2,3
Weatherseed Elf,Creature,1,G,{G},Elf,,,1,3
Weatherseed Faeries,Creature,3,U,{2}{U},Faerie,,,2,3
Web Up,Enchantment,3,W,{2}{W},,,removal,,3
Web-Shooters,Artifact,2,W,{1}{W},Equipment,,,,3
Web-Warriors,Creature,5,G W,{4}{G/W},Spider;Hero,,,4,3
Well Rested,Enchantment,2,G,{1}{G},Aura,,draw,,3
Well-Worn Spatula,Artifact,1,,{1},Equipment,,,,3
West Coast Expansion,Sorcery,2,U,{X}{U}{U},,,draw,,3
"Whiplash, Vengeful Engineer",Creature,1,B,{B},Human;Artificer;Villain,,,2,3
White Auracite,Artifact,4,W,{2}{W}{W},,W,ramp;rock,,3
White Mage's Staff,Artifact,2,W,{1}{W},Equipment,,,,3
White Orchid Phantom,Creature,2,W,{W}{W},Spirit;Knight,,,2,3
"White Tiger, Ava Ayala",Creature,2,G,{1}{G},Human;Hero,,,2,3
"White Widow, Free Agent",Creature,4,W,{3}{W},Human;Hero;Villain,,,2,3
Whoosh!,Instant,2,U,{1}{U},,,draw,,3
"Wiccan, Rising Magician",Creature,5,U,{4}{U},Mutant;Warlock;Hero,,,4,3
Widow's Bite,Instant,2,B,{1}{B},,,,,3
Wight of the Reliquary,Creature,2,B G,{B}{G},Zombie;Knight,,fetch:land;ramp,2,3
Wild Griffin,Creature,3,W,{2}{W},Griffin,,,2,3
Wild Growth,Enchantment,1,G,{G},Aura,G,,,3
Wild Hypothesis,Sorcery,1,G,{X}{G},,,,,3
Wild Jhovall,Creature,4,R,{3}{R},Cat,,,3,3
Wild Might,Instant,2,G,{1}{G},,,,,3
Wild Pack Squad,Creature,3,W,{2}{W},Human;Mercenary,,,2,3
Wild Ricochet,Instant,4,R,{2}{R}{R},,,,,3
Wilderland Scrounger,Creature,5,G,{4}{G},Wolf,,,3,3
Wildfire Devils,Creature,4,R,{3}{R},Devil,,,4,3
Wildgrowth Archaic,Creature,4,G,{2/G}{2/G},Avatar,,,0,3
Willowrush Verge,Land,0,G U,,,U G,,,3
Wilt in the Heat,Instant,4,R W,{2}{R}{W},,,,,3
Wind Spirit,Creature,5,U,{4}{U},Elemental;Spirit,,,3,3
Windreader Sphinx,Creature,7,U,{5}{U}{U},Sphinx,,draw,3,3
Windscouter,Creature,4,U,{3}{U},Human;Scout,,,3,3
Winged Sliver,Creature,2,U,{1}{U},Sliver,,,1,3
Winged Words,Sorcery,3,U,{2}{U},,,draw,,3
"Winter Soldier, Reborn Avenger",Creature,5,W,{4}{W},Human;Soldier;Hero,,,3,3
Winternight Stories,Sorcery,3,U,{2}{U},,,draw,,3
Wisdom of Ages,Sorcery,7,U,{4}{U}{U}{U},,,,,3
Wisecrack,Instant,3,R,{2}{R},,,,,3
Wishmonger,Creature,4,W,{3}{W},Unicorn;Monger,,,3,3
Witch of the Moors,Creature,5,B,{3}{B}{B},Human;Warlock,,,4,3
Witherbloom Campus,Land,0,B G,,,B G,etb-tapped,,3
Witherbloom Charm,Instant,2,B G,{B}{G},,,draw;removal,,3
Witherbloom Command,Sorcery,2,B G,{B}{G},,,removal,,3
"Witherbloom, the Balancer",Creature,8,B G,{6}{B}{G},Elder;Dragon,,,5,3
Wizard's Staff,Artifact,2,U,{1}{U},Equipment,,,,3
Woe Strider,Creature,3,B,{2}{B},Horror,,,3,3
Wolfbat,Creature,3,B,{2}{B},Wolf;Bat,,,2,3
"Wonder Man, Hollywood Hero",Creature,5,R,{3}{R}{R},Human;Performer;Hero,,,4,3
Wood Elves,Creature,3,G,{2}{G},Elf;Scout,,fetch:forest;ramp,1,3
Wooded Ridgeline,Land,0,G R,,Mountain;Forest,R G,etb-tapped,,3
Woodland Cemetery,Land,0,B G,,,B G,etb-tapped-cond,,3
Woodland Weavemaster,Creature,2,G,{1}{G},Elf;Druid,W U B R G,dork;mana-restricted;ramp,1,3
Woodripper,Creature,5,G,{3}{G}{G},Beast,,,4,3
Word of Blasting,Instant,2,R,{1}{R},,,removal,,3
World Map,Artifact,1,,{1},,,fetch:basic;fetch:land,,3
World War Hulk,Enchantment,5,G,{3}{G}{G},Saga,,,,3
Worlds Within Worlds,Sorcery,7,G U,{5}{G}{U},,,wipe,,3
Worn Powerstone,Artifact,3,,{3},,C,mana2;ramp;rock,,3
"Wraith, Vicious Vigilante",Creature,3,U W,{1}{W}{U},Human;Detective;Hero,,,1,3
Wrathful Red Dragon,Creature,5,R,{3}{R}{R},Dragon,,,5,3
Wreck Remover,Creature,4,,{4},Construct,,draw,3,3
Wreckage Wickerfolk,Creature,2,B,{1}{B},Scarecrow,,,1,3
Wrecking Ball Arm,Artifact,2,,{2},Equipment,,,,3
"Xande, Dark Mage",Creature,4,B U,{2}{U}{B},Human;Wizard,,,3,3
"Y'shtola, Night's Blessed",Creature,4,B U W,{1}{W}{U}{B},Cat;Warlock,,draw,2,3
"Yahenni, Undying Partisan",Creature,3,B,{2}{B},Aetherborn;Vampire,,,2,3
"Yarus, Roar of the Old Gods",Creature,4,G R,{2}{R}{G},Centaur;Druid,,draw,4,3
Yavimaya Granger,Creature,3,G,{2}{G},Elf,,fetch:basic;ramp,2,3
Yavimaya Scion,Creature,5,G,{4}{G},Treefolk,,,4,3
"Yellowjacket, Heartless Marauder",Creature,2,B,{1}{B},Human;Rogue;Villain,,,1,3
You're Not Alone,Instant,1,W,{W},,,,,3
"Yuffie, Materia Hunter",Creature,3,R,{2}{R},Human;Ninja,,,3,3
Yuyan Archers,Creature,2,R,{1}{R},Human;Archer,,draw,3,3
Zack Fair,Creature,1,W,{W},Human;Soldier,,,0,3
Zealous Display,Instant,3,W,{2}{W},,,,,3
Zealous Lorecaster,Creature,6,R,{5}{R},Giant;Sorcerer,,,4,3
Zerapa Minotaur,Creature,4,R,{2}{R}{R},Minotaur,,,3,3
Zhalfirin Knight,Creature,3,W,{2}{W},Human;Knight,,,2,3
Zulaport Cutthroat,Creature,2,B,{1}{B},Human;Rogue;Ally,,,1,3
Zurgo and Ojutai,Creature,5,R U W,{2}{U}{R}{W},Orc;Dragon,,,4,3
Óin the Brave,Creature,2,R,{1}{R},Dwarf;Warrior,,draw,1,3
